sno.,place,case,recovery,death,lon,lat,day
1,Andaman and Nicobar Islands,240,170,0,92.78097500000008,12.472918209000056,2020-07-25
2,Andhra Pradesh,72711,37555,884,94.66035907100007,28.03378170600007,2020-07-25
3,Arunachal Pradesh,991,334,3,94.66035907100007,28.03378170600007,2020-07-25
4,Assam,28791,20699,70,92.83014998300007,26.32614343200004,2020-07-25
5,Bihar,31980,20769,217,85.48728000000007,25.151460000000046,2020-07-25
6,Chandigarh,800,531,13,76.78943000000005,30.703410000000076,2020-07-25
7,Chhattisgarh,6254,4377,30,82.04162085900003,21.265149263000072,2020-07-25
8,Dadra and Nagar Haveli and Daman and Diu,770,489,2,73.04955000000007,20.280950000000075,2020-07-25
9,Delhi,127364,109065,3745,77.21689000000003,28.634100000000053,2020-07-25
10,Goa,4350,2655,29,74.05421633500005,15.36257825000007,2020-07-25
11,Gujarat,52477,37978,2252,71.57702797000006,22.69541198300004,2020-07-25
12,Haryana,28975,22249,378,76.34013613300004,29.196461252000066,2020-07-25
13,Himachal Pradesh,1834,1136,11,77.25004824800006,31.923656279000053,2020-07-25
14,Jammu and Kashmir,16429,8709,282,76.31064825900006,34.64385349200006,2020-07-25
15,Jharkhand,6975,3174,67,85.55996219500008,23.65396590300003,2020-07-25
16,Karnataka,80863,29310,1616,76.17046947600005,14.705918575000055,2020-07-25
17,Kerala,16110,6594,50,76.40890634900006,10.447255621000068,2020-07-25
18,Ladakh,1210,1025,2,77.50000000000007,34.50000000000006,2020-07-25
19,Madhya Pradesh,25474,17359,780,78.29754488400005,23.54300217400004,2020-07-25
20,Maharashtra,347502,194253,12854,73.01582000000008,19.03681000000006,2020-07-25
21,Manipur,2115,1466,0,93.88394228400006,24.731636637000065,2020-07-25
22,Meghalaya,534,78,4,91.27961257200009,25.536524147000023,2020-07-25
23,Mizoram,332,183,0,92.82891654100008,23.307804220000037,2020-07-25
24,Nagaland,1174,530,0,94.47204725100003,26.059339096000034,2020-07-25
25,Odisha,21099,14393,114,85.00127000000003,20.926660000000027,2020-07-25
26,Puducherry,2420,1400,34,79.82470000000006,11.92993000000007,2020-07-25
27,Punjab,11739,7741,277,75.41747860200006,30.843241196000065,2020-07-25
28,Rajasthan,33220,23815,594,73.84574452500004,26.58650208200004,2020-07-25
29,Sikkim,460,122,0,88.47595861700006,27.571226435000032,2020-07-25
30,Tamil Nadu,192964,136793,3232,78.40968946100008,11.013249812000025,2020-07-25
31,Telangana,50826,39327,447,79.01145968100008,17.805271101000077,2020-07-25
32,Tripura,3656,2072,10,91.74011046300006,23.74652194700008,2020-07-25
34,Uttar Pradesh,58104,35803,1289,80.56369176000005,26.928766610000025,2020-07-25
33,Uttarakhand,5445,3399,60,79.20756426000008,30.15483759900007,2020-07-25
35,West Bengal,51757,31656,1255,87.98640559100004,23.797759550000023,2020-07-25
